Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Voltage
0.314,1.400,0.152,2.000,0.0,241.310
0.298,1.400,0.152,1.000,0.0,242.160
0.316,1.400,0.158,2.000,0.0,242.480
0.298,1.400,0.154,1.000,0.0,242.520
0.318,1.400,0.164,2.000,0.0,243.340
0.300,1.400,0.160,2.000,0.0,243.500
0.316,1.400,0.160,1.000,0.0,242.690
0.294,1.400,0.148,2.000,0.0,241.540
0.312,1.400,0.152,1.000,0.0,241.160
0.292,1.400,0.148,2.000,0.0,241.190
0.310,1.400,0.154,2.000,0.0,241.420
0.304,1.400,0.152,1.000,0.0,241.480
0.296,1.400,0.152,2.000,0.0,241.690
0.308,1.400,0.156,1.000,0.0,242.040
0.320,1.600,0.176,2.000,0.0,242.470
0.416,2.000,0.292,1.000,0.0,242.200
0.466,2.400,0.364,1.000,0.0,242.030
0.482,2.600,0.398,2.000,0.0,242.000
0.462,2.400,0.386,1.000,0.0,241.250
0.478,2.600,0.392,2.000,0.0,241.340
0.458,2.400,0.392,1.000,0.0,241.970
0.474,2.600,0.392,2.000,0.0,241.500
0.452,2.400,0.386,1.000,0.0,241.410
0.466,2.400,0.388,2.000,0.0,240.980
0.420,2.200,0.346,1.000,0.0,241.380
0.342,1.600,0.196,0.000,0.0,242.030
0.306,1.400,0.164,0.000,0.0,242.170
0.326,1.600,0.170,1.000,0.0,242.290
0.278,1.200,0.122,0.000,0.0,242.220
0.234,1.000,0.000,0.000,0.0,242.760
0.214,1.000,0.000,0.000,0.0,242.710
0.234,1.000,0.000,0.000,0.0,243.290
0.214,1.000,0.000,0.000,0.0,243.070
0.232,1.000,0.000,1.000,0.0,242.600
0.214,1.000,0.000,0.000,0.0,242.780
0.234,1.000,0.000,0.000,0.0,243.220
0.216,1.000,0.000,0.000,0.0,243.180
0.232,1.000,0.000,0.000,0.0,241.770
0.212,1.000,0.000,0.000,0.0,241.330
0.230,1.000,0.000,1.000,0.0,241.050
0.220,1.000,0.000,0.000,0.0,242.720
0.232,1.000,0.000,0.000,0.0,244.220
0.234,1.000,0.000,0.000,0.0,244.120
0.222,1.000,0.046,0.000,0.0,245.720
0.242,1.000,0.056,1.000,0.0,247.160
0.222,1.000,0.048,0.000,0.0,246.690
0.240,1.000,0.052,0.000,0.0,246.060
0.220,1.000,0.046,0.000,0.0,246.030
0.240,1.000,0.050,0.000,0.0,245.840
0.220,1.000,0.046,0.000,0.0,245.980
0.242,1.000,0.056,1.000,0.0,247.000
0.224,1.000,0.050,0.000,0.0,247.100
0.242,1.000,0.056,0.000,0.0,247.220
0.284,1.400,0.114,0.000,0.0,247.030
0.356,1.600,0.204,0.000,0.0,247.700
0.332,1.600,0.196,0.000,0.0,247.540
0.350,1.600,0.202,1.000,0.0,247.460
0.394,2.000,0.270,0.000,0.0,247.800
0.424,2.200,0.314,0.000,0.0,247.500
0.402,2.000,0.308,0.000,0.0,247.540
0.420,2.200,0.312,0.000,0.0,247.480
0.398,2.000,0.306,0.000,0.0,247.320
0.414,2.000,0.310,1.000,0.0,247.110
0.394,2.000,0.308,0.000,0.0,247.440
0.410,2.000,0.310,0.000,0.0,246.940
0.344,1.600,0.232,0.000,0.0,247.050
0.336,1.600,0.198,0.000,0.0,246.870
0.240,1.000,0.074,0.000,0.0,246.670
0.242,1.000,0.054,0.000,0.0,246.900
0.224,1.000,0.050,0.000,0.0,247.140
0.242,1.000,0.052,1.000,0.0,246.360
0.230,1.000,0.052,0.000,0.0,246.850
0.236,1.000,0.056,0.000,0.0,247.500
0.244,1.000,0.058,0.000,0.0,247.650
0.224,1.000,0.052,0.000,0.0,247.650
0.244,1.000,0.060,1.000,0.0,248.190
0.226,1.000,0.058,0.000,0.0,248.770
0.244,1.000,0.058,0.000,0.0,247.840
0.224,1.000,0.052,0.000,0.0,247.570
0.244,1.000,0.058,0.000,0.0,247.550
0.226,1.000,0.056,0.000,0.0,248.460
0.244,1.000,0.060,1.000,0.0,247.970
0.224,1.000,0.052,0.000,0.0,247.670
0.246,1.000,0.060,0.000,0.0,248.160
0.228,1.000,0.058,0.000,0.0,248.950
0.248,1.200,0.066,0.000,0.0,249.060
0.228,1.000,0.058,0.000,0.0,248.840
0.246,1.000,0.062,1.000,0.0,248.510
0.226,1.000,0.056,0.000,0.0,248.290
0.246,1.000,0.062,0.000,0.0,248.380
0.226,1.000,0.054,0.000,0.0,248.160
0.244,1.000,0.060,0.000,0.0,247.890
0.286,1.400,0.116,0.000,0.0,248.030
0.356,1.600,0.204,1.000,0.0,248.100
0.334,1.600,0.200,0.000,0.0,248.170
0.352,1.600,0.212,0.000,0.0,248.940
0.332,1.600,0.204,0.000,0.0,248.910
0.348,1.600,0.206,0.000,0.0,248.190
0.374,2.000,0.244,0.000,0.0,247.750
0.420,2.000,0.310,1.000,0.0,247.010
0.400,2.000,0.304,0.000,0.0,247.090
0.416,2.000,0.306,0.000,0.0,246.600
0.406,2.000,0.304,0.000,0.0,246.670
0.402,2.000,0.304,0.000,0.0,246.600
0.412,2.000,0.310,1.000,0.0,246.900
0.392,2.000,0.308,0.000,0.0,247.470
0.286,1.400,0.124,0.000,0.0,247.710
0.226,1.000,0.054,0.000,0.0,247.860
0.244,1.000,0.060,0.000,0.0,247.880
0.226,1.000,0.054,0.000,0.0,247.840
0.244,1.000,0.060,1.000,0.0,247.710
0.226,1.000,0.056,0.000,0.0,248.400
0.246,1.000,0.062,0.000,0.0,248.290
0.224,1.000,0.052,0.000,0.0,247.520
0.246,1.000,0.062,0.000,0.0,248.240
0.224,1.000,0.052,0.000,0.0,247.740
0.246,1.000,0.060,1.000,0.0,248.210
0.224,1.000,0.052,0.000,0.0,247.730
0.244,1.000,0.058,0.000,0.0,247.520
0.224,1.000,0.050,0.000,0.0,247.260
0.246,1.000,0.060,0.000,0.0,247.980
0.224,1.000,0.052,0.000,0.0,247.450
0.244,1.000,0.056,1.000,0.0,247.260
0.224,1.000,0.050,0.000,0.0,247.090
0.242,1.000,0.054,0.000,0.0,246.680
0.222,1.000,0.000,0.000,0.0,246.150
0.240,1.000,0.048,0.000,0.0,245.900
0.222,1.000,0.046,0.000,0.0,246.620
0.244,1.000,0.056,1.000,0.0,247.190
0.224,1.000,0.052,0.000,0.0,247.650
0.244,1.000,0.060,0.000,0.0,247.870
0.298,1.400,0.134,0.000,0.0,248.340
0.358,1.600,0.210,0.000,0.0,248.850
0.346,1.600,0.202,0.000,0.0,247.760
0.336,1.600,0.198,1.000,0.0,247.790
0.348,1.600,0.202,0.000,0.0,247.630
0.324,1.600,0.190,0.000,0.0,246.680
0.342,1.600,0.194,0.000,0.0,246.560
0.324,1.600,0.192,0.000,0.0,247.030
0.342,1.600,0.200,1.000,0.0,247.320
0.392,2.000,0.272,0.000,0.0,246.950
0.414,2.000,0.302,0.000,0.0,246.210
0.392,2.000,0.294,0.000,0.0,245.900
0.410,2.000,0.298,0.000,0.0,245.660
0.370,1.800,0.260,0.000,0.0,245.220
0.366,2.000,0.212,1.000,0.0,244.900
0.374,1.800,0.272,2.000,0.0,244.630
0.394,2.000,0.282,2.000,0.0,245.250
0.322,1.600,0.200,1.000,0.0,245.340
0.322,1.600,0.174,2.000,0.0,245.580
0.308,1.400,0.174,1.000,0.0,246.350
0.326,1.600,0.180,2.000,0.0,246.340
0.306,1.400,0.174,1.000,0.0,246.390
0.322,1.600,0.172,2.000,0.0,244.990
0.302,1.400,0.166,2.000,0.0,244.980
0.320,1.400,0.168,1.000,0.0,244.550
0.306,1.400,0.174,2.000,0.0,246.380
0.324,1.600,0.182,2.000,0.0,246.630
0.304,1.400,0.178,1.000,0.0,247.050
0.324,1.600,0.186,2.000,0.0,247.370
0.304,1.400,0.180,1.000,0.0,247.270
0.322,1.600,0.188,2.000,0.0,247.450
0.306,1.400,0.176,1.000,0.0,246.530
0.312,1.400,0.176,2.000,0.0,245.730
0.314,1.400,0.170,1.000,0.0,244.910
0.298,1.400,0.172,2.000,0.0,245.910
0.314,1.400,0.172,1.000,0.0,245.300
0.294,1.400,0.166,2.000,0.0,245.110
0.312,1.400,0.172,1.000,0.0,245.180
0.294,1.400,0.170,1.000,0.0,245.820
0.392,2.000,0.260,2.000,0.0,245.750
0.404,2.000,0.308,1.000,0.0,245.190
0.382,1.800,0.246,1.000,0.0,244.630
0.326,1.600,0.182,0.000,0.0,245.390
0.344,1.600,0.192,1.000,0.0,246.050
0.324,1.600,0.186,0.000,0.0,245.910
0.340,1.600,0.188,0.000,0.0,245.380
0.322,1.600,0.190,0.000,0.0,246.680
0.342,1.600,0.200,0.000,0.0,247.080
0.322,1.600,0.196,0.000,0.0,247.540
0.342,1.600,0.202,1.000,0.0,247.560
0.322,1.600,0.196,0.000,0.0,247.480
0.360,1.800,0.206,0.000,0.0,246.450
0.356,1.800,0.238,0.000,0.0,246.280
0.320,1.400,0.164,0.000,0.0,246.820
0.300,1.400,0.158,0.000,0.0,246.980
0.342,1.600,0.164,1.000,0.0,246.890
0.320,1.400,0.160,0.000,0.0,247.040
0.322,1.400,0.164,0.000,0.0,246.950
0.298,1.400,0.160,0.000,0.0,247.370
0.292,1.400,0.130,0.000,0.0,247.270
0.224,1.000,0.050,0.000,0.0,247.300
0.242,1.000,0.054,1.000,0.0,246.850
0.232,1.000,0.050,0.000,0.0,246.690
0.234,1.000,0.054,0.000,0.0,247.390
0.246,1.000,0.060,0.000,0.0,248.200
0.224,1.000,0.050,0.000,0.0,247.390
0.244,1.000,0.058,1.000,0.0,247.630
0.224,1.000,0.050,0.000,0.0,247.300
0.244,1.000,0.060,0.000,0.0,248.050
0.226,1.000,0.054,0.000,0.0,248.030
0.248,1.200,0.062,0.000,0.0,248.380
0.234,1.000,0.056,0.000,0.0,248.300
0.254,1.200,0.062,1.000,0.0,248.450
0.232,1.000,0.054,0.000,0.0,248.080
0.248,1.200,0.060,0.000,0.0,247.900
0.226,1.000,0.056,0.000,0.0,248.330
0.244,1.000,0.060,0.000,0.0,248.000
0.224,1.000,0.054,0.000,0.0,247.870
0.342,1.600,0.170,1.000,0.0,247.560
0.334,1.600,0.190,0.000,0.0,246.910
0.348,1.600,0.198,0.000,0.0,246.980
0.328,1.600,0.192,0.000,0.0,246.930
0.344,1.600,0.194,0.000,0.0,246.530
0.324,1.600,0.192,0.000,0.0,246.910
0.340,1.600,0.190,1.000,0.0,245.770
0.318,1.400,0.178,0.000,0.0,244.840
0.340,1.600,0.178,0.000,0.0,243.940
0.322,1.400,0.178,0.000,0.0,244.690
0.338,1.600,0.180,0.000,0.0,244.020
0.318,1.400,0.174,0.000,0.0,244.090
0.338,1.600,0.184,1.000,0.0,244.810
0.256,1.200,0.088,0.000,0.0,244.840
0.238,1.000,0.000,0.000,0.0,244.930
0.230,1.000,0.000,0.000,0.0,245.340
0.250,1.200,0.054,0.000,0.0,244.750
0.312,1.400,0.150,0.000,0.0,244.430
0.292,1.400,0.144,1.000,0.0,244.580
0.314,1.400,0.154,0.000,0.0,245.110
0.294,1.400,0.148,0.000,0.0,245.260
0.314,1.400,0.154,0.000,0.0,245.270
0.294,1.400,0.148,0.000,0.0,245.010
0.316,1.400,0.150,1.000,0.0,244.560
0.272,1.200,0.112,0.000,0.0,244.390
0.244,1.000,0.000,0.000,0.0,244.820
0.224,1.000,0.000,0.000,0.0,245.330
0.244,1.000,0.048,0.000,0.0,245.560
0.224,1.000,0.000,0.000,0.0,244.550
0.244,1.000,0.048,0.000,0.0,245.570
0.220,1.000,0.000,0.000,0.0,245.330
0.236,1.000,0.046,1.000,0.0,245.510
0.216,1.000,0.000,0.000,0.0,244.670
0.236,1.000,0.000,0.000,0.0,244.520
0.218,1.000,0.000,0.000,0.0,245.170
0.238,1.000,0.048,0.000,0.0,245.590
0.218,1.000,0.000,0.000,0.0,245.490
0.238,1.000,0.046,1.000,0.0,245.380
0.226,1.000,0.000,0.000,0.0,245.540
0.354,1.600,0.168,0.000,0.0,244.860
0.332,1.600,0.180,0.000,0.0,244.900
0.348,1.600,0.182,0.000,0.0,244.560
0.328,1.600,0.178,0.000,0.0,244.630
0.346,1.600,0.190,1.000,0.0,245.730
0.326,1.600,0.182,0.000,0.0,245.530
0.338,1.600,0.188,0.000,0.0,245.550
0.330,1.600,0.184,0.000,0.0,245.130
0.316,1.400,0.178,0.000,0.0,244.680
0.330,1.600,0.176,1.000,0.0,243.840
0.308,1.400,0.170,0.000,0.0,243.440
0.328,1.600,0.178,0.000,0.0,244.070
0.310,1.400,0.174,0.000,0.0,244.170
0.262,1.200,0.080,0.000,0.0,244.660
0.224,1.000,0.000,0.000,0.0,245.240
0.242,1.000,0.000,1.000,0.0,245.010
0.226,1.000,0.046,0.000,0.0,246.350
0.246,1.000,0.052,0.000,0.0,246.670
0.226,1.000,0.000,0.000,0.0,246.210
0.238,1.000,0.048,0.000,0.0,245.720
0.218,1.000,0.000,0.000,0.0,246.000
0.306,1.600,0.124,1.000,0.0,246.050
0.296,1.400,0.158,0.000,0.0,247.000
0.318,1.400,0.166,0.000,0.0,247.160
0.298,1.400,0.160,0.000,0.0,247.140
0.314,1.400,0.160,0.000,0.0,246.450
0.292,1.400,0.148,0.000,0.0,245.220
0.308,1.400,0.150,1.000,0.0,244.540
0.288,1.400,0.144,0.000,0.0,244.430
0.250,1.200,0.054,0.000,0.0,244.590
0.222,1.000,0.000,0.000,0.0,244.230
0.242,1.000,0.000,0.000,0.0,244.510
0.224,1.000,0.000,0.000,0.0,245.120
0.242,1.000,0.000,1.000,0.0,245.230
0.224,1.000,0.000,0.000,0.0,245.730
0.244,1.000,0.046,0.000,0.0,245.620
0.230,1.000,0.000,0.000,0.0,245.130
0.236,1.000,0.046,0.000,0.0,245.770
0.256,1.200,0.056,0.000,0.0,246.900
0.346,1.600,0.194,1.000,0.0,247.370
0.358,1.600,0.202,0.000,0.0,247.910
0.338,1.600,0.204,0.000,0.0,248.980
0.358,1.600,0.214,0.000,0.0,249.710
0.338,1.600,0.216,0.000,0.0,250.670
0.356,1.600,0.216,1.000,0.0,249.960
0.332,1.600,0.206,0.000,0.0,249.310
0.352,1.600,0.214,0.000,0.0,249.490
0.328,1.600,0.202,0.000,0.0,248.770
0.414,2.200,0.292,1.000,0.0,248.620
0.410,2.000,0.334,2.000,0.0,248.600
0.428,2.200,0.338,2.000,0.0,248.290
0.408,2.000,0.332,1.000,0.0,248.310
0.364,1.800,0.234,2.000,0.0,247.060
0.310,1.400,0.176,1.000,0.0,246.810
0.328,1.600,0.182,2.000,0.0,246.700
0.856,4.200,0.166,2.000,7.0,246.020
1.482,6.000,0.164,1.000,20.0,245.810
1.444,5.800,0.158,2.000,19.0,245.520
1.454,5.800,0.164,2.000,18.0,245.870
1.434,5.800,0.162,1.000,19.0,246.420
1.444,5.800,0.166,2.000,19.0,246.010
1.422,5.800,0.160,1.000,18.0,246.020
1.440,5.800,0.166,2.000,19.0,246.040
1.428,5.800,0.164,1.000,19.0,246.960
1.506,6.200,0.238,2.000,18.0,246.410
1.484,6.000,0.266,1.000,19.0,245.600
1.484,6.000,0.266,2.000,18.0,245.540
1.484,6.000,0.266,1.000,19.0,245.650
1.484,6.000,0.268,1.000,18.0,245.760
1.478,6.000,0.266,1.000,19.0,245.510
1.474,6.000,0.266,2.000,18.0,245.710
1.474,6.000,0.268,1.000,19.0,246.020
1.426,5.800,0.200,1.000,18.0,245.740
1.416,5.800,0.162,2.000,19.0,246.610
1.414,5.800,0.162,1.000,18.0,246.640
1.358,5.400,0.054,0.000,19.0,247.140
1.336,5.400,0.000,0.000,19.0,246.580
1.372,5.600,0.066,0.000,18.0,246.500
1.454,5.800,0.178,0.000,19.0,246.600
1.450,5.800,0.178,0.000,19.0,246.550
1.446,5.800,0.176,0.000,18.0,246.320
1.442,5.800,0.176,0.000,19.0,246.290
1.438,5.800,0.176,0.000,18.0,246.560
1.446,5.800,0.182,0.000,19.0,247.280
1.452,5.800,0.184,0.000,19.0,247.500
1.446,5.800,0.180,0.000,18.0,247.010
1.302,5.400,0.180,0.000,18.0,246.650
0.322,1.600,0.192,0.000,0.0,246.960
0.314,1.400,0.190,0.000,0.0,246.680
0.314,1.400,0.190,0.000,0.0,246.820
0.320,1.600,0.190,0.000,0.0,246.910
0.280,1.200,0.130,0.000,0.0,247.400
0.222,1.000,0.000,0.000,0.0,246.040
0.220,1.000,0.000,0.000,0.0,246.310
0.216,1.000,0.000,0.000,0.0,245.950
0.218,1.000,0.000,0.000,0.0,245.960
0.222,1.000,0.000,0.000,0.0,245.870
0.222,1.000,0.000,0.000,0.0,245.550
0.220,1.000,0.000,0.000,0.0,244.590
0.216,1.000,0.000,0.000,0.0,244.870
0.212,1.000,0.000,0.000,0.0,244.650
0.218,1.000,0.000,0.000,0.0,244.630
0.220,1.000,0.000,0.000,0.0,244.840
0.220,1.000,0.000,0.000,0.0,245.020
0.222,1.000,0.000,0.000,0.0,245.490
0.218,1.000,0.000,0.000,0.0,245.760
0.244,1.200,0.060,0.000,0.0,245.490
0.296,1.400,0.148,0.000,0.0,245.500
0.298,1.400,0.148,0.000,0.0,245.350
0.296,1.400,0.144,0.000,0.0,244.550
0.296,1.400,0.142,0.000,0.0,244.080
0.290,1.400,0.146,0.000,0.0,244.930
0.288,1.400,0.148,0.000,0.0,245.340
0.290,1.400,0.140,0.000,0.0,243.960
0.292,1.400,0.144,0.000,0.0,244.550
0.232,1.000,0.054,0.000,0.0,245.030
0.300,1.400,0.120,0.000,0.0,244.360
0.322,1.400,0.170,0.000,0.0,243.750
0.318,1.400,0.168,0.000,0.0,243.430
0.324,1.400,0.170,0.000,0.0,243.710
0.322,1.400,0.172,0.000,0.0,243.780
0.320,1.400,0.170,0.000,0.0,243.640
0.314,1.400,0.166,0.000,0.0,242.810
0.310,1.400,0.170,0.000,0.0,243.680
0.310,1.400,0.166,0.000,0.0,242.840
0.314,1.400,0.168,0.000,0.0,243.050
0.312,1.400,0.166,0.000,0.0,242.790
0.310,1.400,0.166,0.000,0.0,242.690
0.306,1.400,0.168,0.000,0.0,243.080
0.306,1.400,0.172,0.000,0.0,243.740
0.268,1.200,0.112,0.000,0.0,244.330
0.222,1.000,0.000,0.000,0.0,245.290
0.220,1.000,0.000,0.000,0.0,245.030
0.220,1.000,0.000,0.000,0.0,244.890
0.212,1.000,0.000,0.000,0.0,243.760
0.212,1.000,0.000,0.000,0.0,244.200
0.218,1.000,0.000,0.000,0.0,243.310
0.216,1.000,0.000,0.000,0.0,242.610
0.216,1.000,0.000,0.000,0.0,243.130
0.214,1.000,0.000,0.000,0.0,242.590
0.208,0.800,0.000,0.000,0.0,242.010
0.210,0.800,0.000,0.000,0.0,242.100
0.216,1.000,0.000,0.000,0.0,242.370
0.216,1.000,0.000,0.000,0.0,242.610
0.216,1.000,0.000,0.000,0.0,242.640
0.210,0.800,0.000,0.000,0.0,242.540
0.210,1.000,0.000,0.000,0.0,243.390
0.218,1.000,0.000,0.000,0.0,244.210
0.270,1.400,0.082,0.000,0.0,244.430
0.312,1.400,0.158,0.000,0.0,244.310
0.334,1.600,0.162,0.000,0.0,244.630
0.386,1.800,0.172,0.000,0.0,245.430
0.484,2.200,0.200,0.000,0.0,244.620
0.710,3.000,0.194,0.000,0.0,244.430
1.026,5.200,0.190,0.000,0.0,243.890
4.014,17.600,0.258,0.000,0.0,239.800
4.978,21.000,0.272,0.000,0.0,238.710
4.518,19.000,0.272,0.000,0.0,238.160
4.468,18.600,0.262,0.000,0.0,238.380
2.326,11.000,0.212,0.000,0.0,240.590
2.192,9.600,0.208,0.000,0.0,240.570
2.784,11.800,0.208,0.000,0.0,239.640
1.302,5.600,0.188,0.000,0.0,241.380
0.934,4.000,0.244,0.000,0.0,242.000
1.086,4.600,0.264,0.000,0.0,242.140
1.118,4.800,0.266,0.000,0.0,242.370
1.120,4.800,0.264,0.000,0.0,242.170
1.108,4.600,0.260,0.000,0.0,241.520
0.994,4.200,0.268,0.000,0.0,242.520
0.868,3.600,0.232,0.000,0.0,242.900
0.806,3.400,0.134,0.000,0.0,242.360
0.904,3.800,0.128,0.000,0.0,241.670
1.016,4.200,0.130,0.000,0.0,242.320
1.554,6.400,0.130,0.000,0.0,242.020
1.768,7.400,0.124,0.000,0.0,241.400
2.000,8.400,0.266,0.000,0.0,241.360
2.070,8.600,0.318,0.000,0.0,240.890
2.068,8.600,0.314,0.000,0.0,241.720
2.058,8.600,0.306,0.000,0.0,241.190
1.924,8.000,0.206,0.000,0.0,241.680
1.812,7.400,0.126,0.000,0.0,241.530
1.816,7.400,0.126,0.000,0.0,241.350
1.804,7.400,0.122,0.000,0.0,240.670
1.484,6.200,0.128,0.000,0.0,241.280
1.478,6.200,0.128,0.000,0.0,240.970
1.504,6.200,0.138,0.000,0.0,242.230
1.570,6.400,0.240,0.000,0.0,242.390
1.580,6.600,0.244,0.000,0.0,243.030
1.586,6.600,0.244,0.000,0.0,243.040
1.700,7.000,0.246,0.000,0.0,243.860
1.254,5.400,0.252,0.000,0.0,245.330
0.888,3.800,0.256,0.000,0.0,245.540
0.900,3.800,0.262,0.000,0.0,246.500
0.890,3.800,0.254,0.000,0.0,244.880
0.998,4.400,0.366,0.000,0.0,245.120
0.952,4.000,0.314,0.000,0.0,245.770
0.930,4.000,0.288,0.000,0.0,245.410
0.924,4.000,0.286,0.000,0.0,244.790
0.950,4.200,0.298,0.000,0.0,244.590
1.002,4.400,0.410,1.000,0.0,244.360
0.992,4.400,0.408,1.000,0.0,244.040
0.988,4.400,0.406,2.000,0.0,243.960
0.988,4.400,0.402,1.000,0.0,243.560
0.996,4.400,0.406,2.000,0.0,243.870
1.000,4.400,0.410,1.000,0.0,244.520
1.054,4.600,0.418,1.000,0.0,245.580
1.490,6.600,0.532,2.000,0.0,245.200
1.192,5.400,0.408,1.000,0.0,244.610
1.198,5.200,0.382,2.000,0.0,243.990
1.144,4.800,0.220,1.000,0.0,243.770
1.356,5.600,0.216,2.000,0.0,243.510
1.248,5.200,0.218,1.000,0.0,243.900
1.052,4.400,0.220,1.000,0.0,243.990
1.096,4.600,0.224,2.000,0.0,244.500
1.104,4.600,0.230,1.000,0.0,245.280
1.272,5.400,0.226,2.000,0.0,244.370
1.712,7.000,0.224,1.000,0.0,244.190
1.844,7.600,0.230,1.000,0.0,244.520
1.908,7.800,0.242,2.000,0.0,243.860
1.896,7.800,0.236,1.000,0.0,243.070
2.142,9.000,0.238,1.000,2.0,242.870
3.026,12.600,0.226,1.000,18.0,241.390
3.010,12.600,0.214,2.000,19.0,239.670
2.940,12.200,0.218,1.000,18.0,240.640
2.988,12.400,0.218,1.000,18.0,241.000
3.092,12.800,0.328,1.000,18.0,242.000
3.166,13.200,0.422,0.000,18.0,241.040
3.176,13.200,0.412,0.000,17.0,241.320
3.262,13.600,0.404,0.000,18.0,241.610
3.128,13.000,0.402,0.000,18.0,241.480
3.272,13.600,0.388,0.000,18.0,239.790
3.342,14.000,0.390,0.000,18.0,239.700
3.354,14.000,0.396,0.000,17.0,240.300
3.446,14.400,0.488,0.000,18.0,240.710
3.448,14.400,0.496,0.000,18.0,241.170
3.242,13.400,0.236,0.000,18.0,241.480
3.188,13.200,0.222,0.000,17.0,240.210
3.178,13.200,0.224,0.000,18.0,240.200
3.160,13.200,0.220,0.000,18.0,239.690
3.168,13.200,0.224,0.000,17.0,240.260
2.930,12.400,0.220,0.000,18.0,239.550
2.324,9.600,0.226,0.000,18.0,240.730
2.362,9.800,0.228,0.000,18.0,241.140
2.412,10.000,0.230,0.000,17.0,241.550
2.548,10.600,0.230,0.000,18.0,241.710
2.540,10.400,0.230,0.000,18.0,241.850
2.524,10.400,0.228,0.000,18.0,241.260
2.524,10.400,0.226,0.000,18.0,240.710
2.434,10.200,0.108,0.000,17.0,239.970
2.422,10.000,0.090,0.000,18.0,240.190
2.414,10.000,0.090,0.000,18.0,240.100
2.408,10.000,0.088,0.000,17.0,240.210
2.474,10.200,0.088,0.000,18.0,239.970
2.238,9.200,0.064,0.000,18.0,240.860
2.082,8.600,0.000,0.000,18.0,241.950
2.320,9.600,0.000,0.000,18.0,241.670
2.296,9.400,0.000,0.000,18.0,241.770
2.564,10.600,0.114,0.000,17.0,240.900
4.032,17.200,0.134,24.000,18.0,239.400
4.722,19.600,0.142,37.000,18.0,239.690
4.036,17.200,0.100,29.000,17.0,240.060
4.596,19.200,0.104,37.000,18.0,239.340
4.110,17.400,0.074,29.000,17.0,239.730
4.744,20.000,0.084,38.000,18.0,239.000
6.808,28.800,0.046,73.000,17.0,235.950
6.826,28.800,0.074,72.000,17.0,235.860
6.900,29.200,0.210,73.000,17.0,235.190
6.898,29.400,0.266,71.000,17.0,234.320
6.920,29.400,0.258,73.000,17.0,234.600
6.940,29.400,0.266,72.000,17.0,235.010
6.938,29.400,0.262,72.000,17.0,235.140
7.016,29.600,0.302,73.000,17.0,236.000
7.070,29.800,0.290,73.000,17.0,236.070
8.024,34.400,0.276,72.000,17.0,234.530
9.078,38.800,0.252,71.000,16.0,233.690
8.176,35.200,0.274,58.000,17.0,234.270
7.068,29.800,0.284,37.000,17.0,236.300
6.698,28.400,0.298,32.000,17.0,237.010
6.218,26.200,0.414,19.000,18.0,237.400
?,?,?,?,,?
?,?,?,?,,?
6.816,28.800,0.378,28.000,17.0,236.890
7.026,30.000,0.384,35.000,17.0,234.450
6.074,25.800,0.388,17.000,17.0,235.130
6.962,29.800,0.394,36.000,17.0,234.310
4.936,21.000,0.482,35.000,17.0,236.440
3.920,16.600,0.438,17.000,17.0,236.630
5.188,22.200,0.398,34.000,17.0,235.010
7.132,30.600,0.360,36.000,17.0,232.860
7.076,30.400,0.290,36.000,16.0,232.300
4.840,20.800,0.268,34.000,17.0,234.570
3.902,16.600,0.290,17.000,17.0,235.520
5.028,21.600,0.282,34.000,17.0,234.090
6.916,29.800,0.312,21.000,17.0,232.470
7.932,34.200,0.276,39.000,16.0,231.960
6.776,29.000,0.306,32.000,17.0,233.640
6.426,27.600,0.292,24.000,17.0,233.990
7.938,34.200,0.320,36.000,16.0,232.300
6.814,29.000,0.230,35.000,17.0,233.890
6.272,26.800,0.254,29.000,17.0,235.120
5.638,24.000,0.246,17.000,17.0,235.290
4.072,17.600,0.310,27.000,17.0,236.720
3.530,15.000,0.376,19.000,17.0,236.600
3.742,16.400,0.362,21.000,17.0,235.890
4.528,19.200,0.360,36.000,17.0,234.480
3.510,15.200,0.352,19.000,17.0,236.180
4.082,17.600,0.332,26.000,17.0,234.910
3.886,17.000,0.342,22.000,17.0,234.490
3.858,16.600,0.334,22.000,17.0,234.980
3.096,13.600,0.336,15.000,17.0,236.080
2.594,11.000,0.408,5.000,17.0,236.960
2.566,11.000,0.454,4.000,18.0,236.700
2.514,10.600,0.350,5.000,17.0,236.090
2.602,11.200,0.468,4.000,17.0,236.330
2.660,11.200,0.490,5.000,17.0,238.030
2.644,11.200,0.506,5.000,18.0,238.560
2.674,11.200,0.500,5.000,17.0,239.090
2.554,10.800,0.472,3.000,18.0,239.790
2.472,10.400,0.450,1.000,17.0,239.360
2.496,10.600,0.456,2.000,18.0,239.770
2.470,10.400,0.450,1.000,17.0,239.430
2.488,10.400,0.454,2.000,18.0,239.460
2.464,10.400,0.448,2.000,18.0,239.310
2.472,10.400,0.450,1.000,17.0,238.850
2.444,10.400,0.442,2.000,17.0,238.370
2.442,10.400,0.440,1.000,18.0,237.520
2.422,10.200,0.436,2.000,17.0,237.250
2.420,10.200,0.436,1.000,17.0,237.150
2.436,10.400,0.436,2.000,17.0,236.830
2.710,11.600,0.398,1.000,18.0,236.430
2.750,11.600,0.294,1.000,17.0,235.890
2.590,11.000,0.296,2.000,17.0,235.960
3.604,16.000,0.344,16.000,17.0,234.620
4.434,19.000,0.318,36.000,16.0,233.540
